notional,duration,pull_through
55168172.11686077,1.0031362585800876,0.8634061029486713
103135463.1568148,1.3564898411883224,0.9673318778683436
104063512.16101065,1.1586936316189451,0.9156828084182214
113742990.14982066,0.6629344270814297,0.9574394705940064
122609133.37226616,0.5705687474004298,0.8916064481339795
147585207.94625348,1.1424192782063156,0.966418019704506
101630034.83011952,0.5265113105416218,0.9005962182354412
82295647.2941246,1.0857755812734633,0.8514088946924387
129518619.47687037,1.4402302414249575,0.9676996569345042
77083225.12620743,1.075474177875879,0.8618672679821974
93897142.07056361,0.8881699262065219,0.891510772886754
57845638.1342266,1.1432882184423532,0.9735080557166046
52535074.34154575,0.9582528904915166,0.9735789291018823
146264841.4677925,1.045616789315935,0.9245469254560272
133598012.05122058,1.4414648087765252,0.9321388375820738
119597420.6093698,0.8861026378007743,0.9082979178571815
90895294.44142699,1.4611905638239142,0.8881174003207484
67329432.00708458,1.4053506419560637,0.892726390898089
65643704.267108604,0.6957911347892964,0.937427399290015
75024289.81645954,0.5693613008751655,0.9478086888268984
104922666.47061205,0.6007780013774267,0.9529052756843603
121459592.27000624,0.5182218256515497,0.9526503585632919
116019737.67177314,0.5944429607559284,0.8618567933963297
77993389.69459428,1.183006773416357,0.9142746396113356
145486528.0663194,0.571188648460229,0.8574826388021637
123789691.66957685,0.8189756302937613,0.9214387547020856
105435405.25114006,1.3448753109694547,0.907398965178539
111172074.62343523,0.5232719357358259,0.965401543758579
91960006.24277899,1.3144684825889357,0.8956189516317702
74773098.95011574,0.7818547747733999,0.8652187121355888
85597267.86512616,0.6181648276216563,0.8685889186668686
125784611.0464369,1.1967371653641505,0.9489963821232714
51439348.86297559,1.1289428467798839,0.9303683482311139
61607264.05069162,1.3774720135270528,0.8631459478959627
54600264.202175274,1.2350710438038859,0.8609338847949497
54072880.23189701,1.3034809303848487,0.9411259870896855
135546058.40110072,0.7820345725713065,0.8594591908273451
120365785.93800236,0.6774395437797228,0.9568418077077463
97417382.90873252,1.2506147516408583,0.9418114895303444
59783416.06510015,1.3068347392672641,0.8605753414834469
99161587.51168323,1.4905051420006732,0.8610289028310749
97347177.07805657,0.9126176769114265,0.9782631452051528
67320186.99100152,0.8720180857927832,0.8986552034482956
93385164.92379731,1.2764129607419967,0.8981834791186958
89850473.43973735,0.8408035402530178,0.9556639437434753
111585009.80522165,1.4307573256035648,0.9731423150599017
113509365.08676438,1.3584127518430118,0.9781801382969733
54530400.97720445,0.9289940273750183,0.9479391640836624
87461261.46264713,1.2508710677914974,0.8989137461190191
112585991.57142363,1.2545428740846822,0.8608550931708269
